date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-10-30,23.6,19.8,30.2,0,,30,11.2,,1015.8,
2022-10-31,23.1,18,30.3,0,,0,15,,1018.4,
2022-11-01,22.6,18.1,29.5,0,,33,15.9,,1021.6,
2022-11-02,22.3,19.1,26.8,0,,49,13.9,,1021.8,
2022-11-03,21.7,18.7,26.8,0,,31,14.5,,1022.3,
2022-11-04,22.1,18.9,26.7,0,,19,16.4,,1022,
2022-11-05,21.9,17.8,27.8,0,,22,15.4,,1020.2,
2022-11-06,21.6,18.2,26.3,0,,39,15.9,,1020,
2022-11-07,21.4,18.1,25.6,0,,43,13.6,,1019.3,
2022-11-08,20.8,17.3,27,0,,27,15.7,,1019.3,
2022-11-09,21.1,17.2,26.8,0,,21,15.5,,1020.2,
2022-11-10,21.4,18.2,27,0,,36,15.6,,1018.5,
2022-11-11,21.1,17.3,25.3,0,,38,14.6,,1016,
2022-11-12,21.6,17,25.5,0,,53,9.6,,1015.5,
2022-11-13,23.4,17.8,29.7,0,,303,9.4,,1018.4,
2022-11-14,23.8,17.1,29.8,0,,26,10.3,,1020.3,
2022-11-15,23.7,18.1,29.8,0,,43,12.6,,1020.4,
2022-11-16,22.8,16.8,29.9,0,,41,7.1,,1020.6,
2022-11-17,20.4,16.3,25.9,0,,10,12.5,,1020.5,
2022-11-18,22.2,18.3,27,0.3,,1,19.2,,1021.4,
2022-11-19,21.6,19.4,24.8,0,,15,33.8,,1023,
2022-11-20,21.2,19.5,24.3,0,,29,34.3,,1023.1,
2022-11-21,20.9,17.6,25.4,0,,31,22.1,,1025.3,
2022-11-22,21.8,18.4,26.1,0,,23,19.7,,1024.5,
2022-11-23,21.9,18.6,25.7,0,,16,19.1,,1021.5,
2022-11-24,20.9,17.7,25.9,0,,43,15.7,,1019.7,
2022-11-25,20.8,17,25.6,0,,34,16.3,,1021.3,
2022-11-26,20.5,16.8,27.4,0,,24,14,,1022.4,
2022-11-27,21.8,17.8,27.7,0,,10,21.6,,1022.1,
2022-11-28,21.2,18.8,26,0,,33,23.8,,1020.8,
2022-11-29,20.6,15.7,25,0,,15,20.5,,1018.7,
2022-11-30,19.2,14.7,24.9,0,,3,13.5,,1017.6,
2022-12-01,19.9,16.1,24.3,0,,327,14.3,,1015.7,
2022-12-02,20.1,16.6,24.2,0.4,,338,14.6,,1012.1,
2022-12-03,18.6,14.9,21.8,3.2,,348,8.5,,1010.1,
2022-12-04,19.3,15,23.5,0.3,,256,17.9,,1009.2,
2022-12-05,21.3,16.9,24.8,0.9,,251,23.3,,1012.7,
2022-12-06,19.4,15.9,23.8,0,,250,9.1,,1016.6,
2022-12-07,20.1,15.9,22.4,10.3,,228,17.8,,1011.9,
2022-12-08,21.4,19.4,23.5,0.5,,226,13.4,,1009.9,
2022-12-09,21,17.8,24.4,0,,262,11.5,,1014.5,
2022-12-10,20.4,16.8,23.7,0,,252,7.9,,1018.5,
2022-12-11,21.2,18.7,24.1,0,,198,6.8,,1018.5,
2022-12-12,20.4,17,23.5,0,,225,5.8,,1019.6,
2022-12-13,20.8,17.1,23.9,0,,223,7.3,,1019.1,
2022-12-14,21.8,16.4,26.8,0,,276,13.4,,1017.2,
2022-12-15,20.1,17,23.2,0.1,,282,16.2,,1017.2,
2022-12-16,19.2,15.9,22.3,0.1,,311,13.5,,1017.3,
2022-12-17,18.8,15.4,23.5,0,,18,12,,1019.4,
2022-12-18,19.1,15.4,23.2,0,,36,11.1,,1021.7,
2022-12-19,20.3,15.4,24.3,0,,38,10.3,,1023.2,
2022-12-20,19.3,13.7,23.9,0,,24,9.1,,1025.4,
2022-12-21,19.4,14.6,24,0,,38,13.2,,1027.2,
2022-12-22,19.1,15.5,23.5,0,,38,12.1,,1026.9,
2022-12-23,18.7,13.4,23.6,0,,37,8.3,,1025.4,
2022-12-24,19.1,13.1,23.5,0,,0,7.5,,1023.3,
2022-12-25,18.9,13.7,23.8,0,,263,10.9,,1019.6,
2022-12-26,20.3,14.7,23.5,0,,83,20.7,,1016.4,
2022-12-27,21.9,20.6,23.5,0,,76,28.7,,1020.8,
2022-12-28,20.9,18.7,24.1,0,,44,19.9,,1023.3,
2022-12-29,20.4,18,24.6,0,,43,15.7,,1024.2,
2022-12-30,20.3,15.7,24.1,0,,55,9.5,,1024.8,
2022-12-31,20,15.3,23.3,0,,54,9.5,,1023.9,
2023-01-01,20.1,16,22.7,0,,108,11.3,,1023.4,
2023-01-02,18.8,14.2,23.1,0,,34,8.3,,1023.9,
2023-01-03,18.7,14.1,23.3,0,,27,16.2,,1025.1,
2023-01-04,19.1,15.6,23.3,0,,35,16.4,,1026.4,
2023-01-05,18.2,13.4,22.6,0,,38,12.1,,1025.8,
2023-01-06,18.3,14.3,22.4,0,,37,11.5,,1026,
2023-01-07,18.3,14.2,22.8,0,,31,13.2,,1027.4,
2023-01-08,18.1,14.1,22.6,0,,30,14.3,,1029.1,
2023-01-09,18.9,15.1,23.8,0,,28,15.4,,1029.3,
2023-01-10,19.4,16.9,23.3,0,,36,15.1,,1028.8,
2023-01-11,19.2,15.8,24,0,,23,19.5,,1028.1,
2023-01-12,19.6,16.6,23.6,0,,24,25,,1025.9,
2023-01-13,19.2,15.6,22.8,0,,28,21.7,,1024.8,
2023-01-14,19.2,15.1,24.4,0,,37,16.9,,1025,
2023-01-15,18.3,15.2,22.6,0,,35,19.1,,1025.5,
2023-01-16,18.4,13.7,22.4,0,,31,19.9,,1025.7,
2023-01-17,18.1,15.8,20.7,0.7,,3,16.1,,1024,
2023-01-18,17.9,14.8,21.9,0.3,,2,23,,1021.8,
2023-01-19,17.8,15,21,0,,21,31.7,,1022.2,
2023-01-20,17.9,16,21.3,0,,34,26.6,,1022.4,
2023-01-21,18.4,14.7,22.8,0,,26,23.1,,1021.8,
2023-01-22,18.8,16.2,22.6,0,,19,26.2,,1020.5,
2023-01-23,18.3,15,21.3,0,,21,24.3,,1018.3,
2023-01-24,17.1,13.2,21.3,0,,26,21.4,,1017.8,
2023-01-25,16.4,13.1,20.3,0,,24,25,,1019.9,
2023-01-26,17,14.7,19.8,0,,30,27.8,,1023.1,
2023-01-27,16.8,13.2,21,1.2,,1,18.8,,1023,
2023-01-28,16.8,13.9,21.2,0.1,,2,21.8,,1020.5,
2023-01-29,16.5,12.9,21,0,,10,16,,1019.1,
2023-01-30,16.2,12.2,19.8,0,,16,14.9,,1020.4,
2023-01-31,16.3,12.1,21.2,0,,10,17.4,,1021.1,
2023-02-01,17.3,12.9,20.2,0,,51,21.1,,1021,
2023-02-02,17.6,12.9,20.8,0,,61,18.1,,1023.7,
2023-02-03,15.7,11.4,20.1,0,,46,11.3,,1024.9,
2023-02-04,15.8,11.6,20.1,0.5,,347,11.5,,1025.8,
2023-02-05,15.9,11.5,20.7,0,,37,13.7,,1026,
2023-02-06,16,12,20.8,0.1,,357,12.5,,1022.8,
2023-02-07,16.5,11.2,21.6,0,,348,11.6,,1019.9,
2023-02-08,15.9,11.9,20.4,0.1,,32,6.8,,1021,
2023-02-09,15.4,10.6,20.2,2.8,,9,9.2,,1019.9,
2023-02-10,16.6,13.5,19.8,9.7,,354,17.9,,1017.3,
2023-02-11,17.3,14.8,20.5,0,,163,24,,1018.8,
2023-02-12,18.1,14.1,21.4,0,,74,17.4,,1019.6,
2023-02-13,18.4,15.4,20.5,0,,77,16.6,,1020.2,
2023-02-14,17.1,15.1,19.3,2,,115,19.2,,1023.3,
2023-02-15,15.8,11.9,20.2,0.4,,348,14.8,,1022.2,
2023-02-16,14.6,10.4,19.1,0.3,,354,15.5,,1018.3,
2023-02-17,15.7,11.1,20.1,2.9,,247,12.6,,1015.2,
2023-02-18,16.8,12.8,21.1,0,,305,11.5,,1017.9,
2023-02-19,16.9,13.4,21.2,0,,16,12.2,,1018,
2023-02-20,18.6,15.3,24.6,0,,351,15.9,,1016.9,
2023-02-21,18.7,15.4,23.3,0,,5,24.5,,1017.9,
2023-02-22,18.7,16.7,22.3,0,,15,27.2,,1017.9,
2023-02-23,17.8,16.2,21,0.2,,350,24.8,,1014.8,
2023-02-24,16.9,13.5,21,0.7,,343,15.5,,1015.7,
2023-02-25,16.2,11.3,22,0,,270,13.2,,1017.1,
2023-02-26,17.9,14.1,23.5,0.1,,277,15.6,,1017.1,
2023-02-27,18.3,14.1,23.6,0,,346,16.1,,1021.2,
2023-02-28,19.6,16.9,24.3,0,,350,19.9,,1023.1,
2023-03-01,18.4,15.5,23.3,0,,19,12.7,,1021.7,
2023-03-02,18.5,15,24.3,0,,350,10.2,,1021.3,
2023-03-03,20.3,16.1,24.4,0.3,,2,13.8,,1019.5,
2023-03-04,18.3,14,23.8,0,,6,11.6,,1019,
2023-03-05,17.8,14,21.9,0,,45,11.8,,1018.5,
2023-03-06,17.9,13.9,21.5,0,,43,9.6,,1018.4,
2023-03-07,18.6,15.1,22,0,,33,10,,1018.5,
2023-03-08,18.6,14.9,22.3,0,,36,12.1,,1018.8,
2023-03-09,20.2,15.8,26.5,0,,8,19.9,,1020.8,
2023-03-10,20.8,17.4,27.4,0,,15,31.4,,1020.8,
2023-03-11,19.6,16.7,27.6,0,,30,19.3,,1020.3,
2023-03-12,17.8,14.1,22,0.1,,88,6.4,,1018.9,
2023-03-13,19.7,15.6,26.6,0,,336,22,,1019.9,
2023-03-14,20.3,16.8,27.9,0,,11,27.3,,1018.4,
2023-03-15,18.6,15.7,26.1,0,,11,18.1,,1014.7,
2023-03-16,19,15.4,26.5,0,,9,22.7,,1013.8,
2023-03-17,19.4,17.1,23.9,0,,15,28.4,,1017.7,
2023-03-18,18.9,17,23.8,0,,16,30.5,,1019.5,
2023-03-19,18.9,16.8,24.1,0,,15,30.8,,1018.1,
2023-03-20,19,14.8,24,0,,7,23.8,,1016.8,
2023-03-21,19.6,15.2,25.3,0,,23,22,,1015.5,
2023-03-22,20.5,17.4,28,0,,28,23.6,,1014.1,
2023-03-23,20.3,15.6,29.6,0,,11,19.8,,1015.6,
2023-03-24,20.7,16.5,27.9,0,,20,22.8,,1019,
2023-03-25,20.4,16.8,27.7,0,,30,18.4,,1020,
2023-03-26,18.7,16.1,27.3,0,,24,22.9,,1020,
2023-03-27,19.4,15.5,28.8,0,,13,18,,1018,
2023-03-28,21.6,17,31.3,0,,0,23.9,,1016.1,
2023-03-29,25.2,18.8,33.4,0,,5,24.9,,1017.7,
2023-03-30,27.1,24.4,34.4,0,,30,31.2,,1020.8,
2023-03-31,25.5,19.6,30.9,0,,36,35,,1022.3,
2023-04-01,21.2,17.3,28,0,,356,34.1,,1022.4,
2023-04-02,20.9,17.9,26.2,0,,8,35.3,,1019.8,
2023-04-03,19.8,17.2,25.1,0,,354,35.8,,1017.3,
2023-04-04,19.1,16.6,23.2,1.1,,351,31.2,,1015.5,
2023-04-05,18.7,15.8,22.5,1.5,,340,27.3,,1012.4,
2023-04-06,20,17.2,24.7,0,,357,23.8,,1013.8,
2023-04-07,19.4,16.3,24,0,,1,16.1,,1013.7,
2023-04-08,18.8,16,22.6,0,,357,13.2,,1014.8,
2023-04-09,20.1,16.2,26.5,0,,4,18.5,,1016.4,
2023-04-10,23.9,19.6,29.8,0,,34,28.8,,1019.4,
2023-04-11,21.8,18.5,29.9,0,,32,26.3,,1019.7,
2023-04-12,23.2,18.4,30.1,0,,18,33,,1017.7,
2023-04-13,20,17.3,25.9,0,,19,29.3,,1019.1,
2023-04-14,19.2,16.5,24.3,0,,27,25.8,,1018.9,
2023-04-15,20.3,15.5,27.4,0,,7,23.2,,1016.6,
2023-04-16,20.3,17.6,25.6,0,,348,19,,1012.4,
2023-04-17,21.2,17.7,26.9,0,,323,18.1,,1008.7,
2023-04-18,20.3,17.6,25.1,0,,336,18.5,,1008.2,
2023-04-19,20.4,17.7,24.8,0,,330,19.8,,1012.8,
2023-04-20,19.9,16.7,25.2,0,,358,13,,1014.5,
2023-04-21,19.5,14.9,25.3,0,,331,11.2,,1012.9,
2023-04-22,20.2,17.2,25,0,,319,11.9,,1014.2,
2023-04-23,20.2,16,25.9,0,,7,22,,1015.2,
2023-04-24,20.8,17.2,27,0,,0,26.2,,1014.8,
2023-04-25,20.4,18.3,24.1,0,,59,13.4,,1014.6,
2023-04-26,21.6,17.5,28.5,0,,254,15.5,,1013,
2023-04-27,20.7,18.5,24.5,0,,14,17.2,,1013.4,
2023-04-28,20.8,17.6,25.3,0,,341,13.5,,1016.5,
2023-04-29,22.7,18.6,31,0,,13,28.2,,1018.3,
2023-04-30,23.7,19.5,30.7,0,,357,31.5,,1016.7,
2023-05-01,23.2,18.4,29.8,0,,358,25.6,,1015.4,
2023-05-02,21.3,16.6,26.5,0,,8,13.5,,1013.4,
2023-05-03,22.8,18.6,29.2,0,,348,18.8,,1016.7,
2023-05-04,22.6,19.3,28,0,,353,29.9,,1020.9,
2023-05-05,21.4,18.3,26.9,0,,9,27.7,,1020.5,
2023-05-06,22,18.7,26.7,0,,7,34.2,,1019.5,
2023-05-07,21.9,19.4,26.5,0,,8,39.4,,1018.7,
2023-05-08,22,19.1,27.7,0,,1,46.2,,1018.3,
2023-05-09,23.4,19.8,30.3,0,,2,48.1,,1016.9,
2023-05-10,23,19.5,29.1,0,,0,42.9,,1015,
2023-05-11,21.7,18.4,27.4,0,,1,37.6,,1015,
2023-05-12,20.9,18.1,26,0,,15,30.9,,1015.7,
2023-05-13,20.9,17.9,25.5,0,,10,31.5,,1017.5,
2023-05-14,20.9,17.3,26.2,0,,5,30.7,,1020,
2023-05-15,21,17.3,26.9,0,,0,29.1,,1019.5,
2023-05-16,20.6,17.7,26.7,0,,19,23.1,,1016.6,
2023-05-17,20.9,18.4,25.3,1.1,,1,26.7,,1017.9,
2023-05-18,20.6,17.1,25.9,0,,349,29.5,,1018.3,
2023-05-19,20.8,17.2,26,0,,352,26.1,,1019.4,
2023-05-20,20.7,17.2,25.8,0,,352,16.5,,1017.1,
2023-05-21,20.6,17.3,25.1,0,,326,19.3,,1015.1,
2023-05-22,20.3,17,25.5,0.3,,345,21.5,,1015.6,
2023-05-23,20.5,15.9,25.8,0,,342,22.4,,1016.2,
2023-05-24,20.2,15.9,27,4.3,,339,17,,1016.2,
2023-05-25,19.7,16.2,24.8,0,,9,14.1,,1016.8,
2023-05-26,19.8,15.7,23.6,0,,35,10.4,,1016.8,
2023-05-27,20.6,16.3,26.8,0,,343,9.8,,1017.5,
2023-05-28,20.6,16.2,24.4,0,,68,8.1,,1018.3,
2023-05-29,21.1,17.6,25.7,0,,1,10.1,,1017.9,
2023-05-30,21.1,17.4,25.2,0,,7,11.7,,1019.2,
2023-05-31,21.3,17.2,25.2,0,,67,9.3,,1017,
2023-06-01,22.3,18.3,27.6,0,,276,15.6,,1013.5,
2023-06-02,23.1,20.4,28.5,0,,304,17.8,,1012.4,
2023-06-03,22.9,19.5,28.5,0,,331,14.7,,1013.8,
2023-06-04,22.1,20.3,25.4,0,,51,11.7,,1015.5,
2023-06-05,21.6,18.9,24.5,0,,86,10.1,,1014.6,
2023-06-06,23.1,20.9,27.6,0,,161,17.7,,1010.3,
2023-06-07,24.2,22.1,27.6,0,,218,20.2,,1010.8,
2023-06-08,24.4,20.9,29.2,0,,277,16.5,,1014.2,
2023-06-09,22.5,19.3,26.4,0,,321,11.3,,1016,
2023-06-10,21.9,19.1,26,0,,81,9.7,,1017.1,
2023-06-11,22.2,18.2,25.8,0,,16,11.6,,1017.5,
2023-06-12,23.6,20.4,28,0,,18,11.3,,1017,
2023-06-13,23.4,20.7,28.7,0,,356,22.1,,1016.9,
2023-06-14,23.6,20.1,28.7,0,,7,27.2,,1015.9,
2023-06-15,23.4,20.6,28.7,0,,5,22.3,,1016.1,
2023-06-16,24.6,20.1,30.8,0,,348,23.3,,1016.3,
2023-06-17,24.1,21,30,0,,343,19.6,,1016.5,
2023-06-18,23.8,21.2,29.2,0,,345,16,,1015.9,
2023-06-19,23.3,20.2,27.9,0,,15,11.9,,1015.3,
2023-06-20,23.2,21.4,26.3,0,,77,10.2,,1015.2,
2023-06-21,23.1,20.3,26.1,0,,24,11.2,,1016.3,
2023-06-22,23.8,20.6,30.3,0,,358,20.1,,1018.3,
2023-06-23,24.1,20.1,29.4,0,,2,20.8,,1018.5,
2023-06-24,24.2,21.2,29.1,0,,353,24.3,,1015.8,
2023-06-25,24.4,22.3,31.1,0,,353,18.4,,1012.9,
2023-06-26,24.4,22.2,28,0,,48,14.1,,1011.2,
2023-06-27,26.7,23.6,33.5,0,,196,10.7,,1011.6,
2023-06-28,28.5,23.3,37.1,0,,350,22.9,,1014,
2023-06-29,25.1,21.8,30.8,0,,2,28.1,,1017.7,
2023-06-30,24.2,21.7,28.7,0,,354,40.8,,1017.4,
2023-07-01,23.8,21.2,28.6,0,,7,35.7,,1016.2,
2023-07-02,24.4,21.4,29.9,0,,7,25.3,,1016,
2023-07-03,25,22.3,30.5,0,,2,24.5,,1018.1,
2023-07-04,24.8,21.9,30.7,0,,2,25.7,,1018.9,
2023-07-05,25.3,21.8,32.1,0,,349,27.7,,1017.5,
2023-07-06,24.3,21.5,29.1,0,,347,30.3,,1015.9,
2023-07-07,24.2,20.6,29.5,0,,5,22.3,,1017.6,
2023-07-08,24.1,20.7,29.7,0,,7,22.9,,1019.4,
2023-07-09,24.7,21.2,30.3,0,,7,27.7,,1018.8,
2023-07-10,25.3,21.9,31.7,0,,351,34.6,,1017.3,
2023-07-11,25.5,21.7,32.4,0,,354,37.1,,1015.7,
2023-07-12,26.4,22.6,33.4,0,,359,35.6,,1015,
2023-07-13,27.8,23.5,35.1,0,,353,37.4,,1014.7,
2023-07-14,26.2,22.5,32.6,0,,355,35.8,,1016.5,
2023-07-15,25,21.9,29.9,0,,5,36.6,,1017.2,
2023-07-16,24.7,22.3,30,0,,8,33.8,,1015.6,
2023-07-17,24.1,21.5,28.9,0,,8,28.7,,1015.4,
2023-07-18,24.8,21.6,30.3,0,,0,22,,1017.8,
2023-07-19,24.9,21.6,30.8,0,,358,24.1,,1019.6,
2023-07-20,24.6,22.1,29.1,0,,7,30.7,,1018.4,
2023-07-21,24.8,22.3,29.1,0,,13,40.2,,1016.8,
2023-07-22,24.5,22.2,28.5,0,,13,43.9,,1016.1,
2023-07-23,24.3,21.6,29.4,0,,8,34.4,,1017.1,
2023-07-24,24,20.9,29.2,0,,4,26.6,,1018.6,
2023-07-25,24.7,21.6,30.2,0,,15,23.6,,1018.4,
2023-07-26,24.6,21.9,29.4,0,,8,29.3,,1018.4,
2023-07-27,24.1,20.9,28.5,0,,11,26.8,,1018.4,
2023-07-28,24.6,21.9,29.5,0,,7,29,,1016.3,
2023-07-29,24.8,20.4,30.4,0,,9,25.1,,1016.6,
2023-07-30,24.9,21.7,31.5,0,,4,32.5,,1017.9,
2023-07-31,25.3,21.9,31.5,0,,355,41.2,,1018,
2023-08-01,25.1,22.5,30.7,0,,0,41.4,,1016.7,
2023-08-02,24.9,21.8,30.7,0,,12,36.2,,1016.4,
2023-08-03,25.3,22.6,30.5,0,,11,35.4,,1017,
2023-08-04,24.3,22.1,28.9,0,,4,37.6,,1016.9,
2023-08-05,24.3,21.3,28.5,0,,340,34.5,,1015.1,
2023-08-06,25.4,22.8,30.4,0,,335,20.9,,1014.8,
2023-08-07,24.9,21.8,29.9,0,,326,17.1,,1014.4,
2023-08-08,24.3,21.8,29.2,0,,354,14.3,,1014.9,
2023-08-09,25.1,22,30.1,0,,4,28.1,,1016.2,
2023-08-10,27.9,23.1,36,0,,359,33.9,,1015.1,
2023-08-11,30.9,24.5,39.8,0,,10,28.4,,1013.8,
2023-08-12,30.7,25.5,40.5,0,,0,25.6,,1012.9,
2023-08-13,29.1,24.3,36.3,0,,354,24.5,,1011.9,
2023-08-14,26.7,23,33.2,0,,352,39.9,,1012.1,
2023-08-15,25.4,22.2,31.6,0,,3,36.1,,1014.2,
2023-08-16,24.6,20.1,31.8,0,,13,26.2,,1015.4,
2023-08-17,25.1,21.4,32.6,0,,4,25.9,,1015.2,
2023-08-18,26.2,21.8,34,0,,3,32.2,,1013.8,
2023-08-19,25.9,23.2,30.7,0,,352,29.6,,1014.7,
2023-08-20,27.1,24.5,32.4,0,,341,28.9,,1015.3,
2023-08-21,27.6,24.6,35.2,0,,12,18,,1014.6,
2023-08-22,28.7,24.3,34.7,0,,342,23.3,,1012.1,
2023-08-23,26.9,23.9,33.4,0,,338,21.7,,1011.2,
2023-08-24,25.9,23.5,31.5,0,,33,18.8,,1010.7,
2023-08-25,26.2,24.1,34.6,0,,177,13.1,,1013.5,
2023-08-26,26.6,24.9,34.2,0,,22,18.6,,1014.6,
2023-08-27,26.2,22.7,31.3,0,,11,35.2,,1016.9,
2023-08-28,24.8,21.6,29.8,0,,6,36.4,,1017.7,
2023-08-29,25,22,30,0,,357,35.7,,1016,
2023-08-30,25.1,22.6,30,0,,6,24,,1016.1,
2023-08-31,24.5,20.3,30.1,0,,8,17.4,,1017.2,
2023-09-01,24.6,20.9,30,0,,8,18.7,,1018.9,
2023-09-02,25.2,22.6,30.3,0,,358,19.9,,1017.2,
2023-09-03,24.7,20.8,29.2,0,,324,19.1,,1013,
2023-09-04,23.3,20.1,30.3,0,,51,10.7,,1015,
2023-09-05,23.6,20.4,27.2,0,,46,11.1,,1015.8,
2023-09-06,23.7,20.5,27.2,0,,43,14.4,,1015.3,
2023-09-07,23.7,20.5,29,0,,38,12.7,,1016.4,
2023-09-08,24.1,20.7,29.8,0,,32,9.7,,1016.8,
2023-09-09,24.4,20.6,28.9,0,,63,8.3,,1016.8,
2023-09-10,24.4,20.6,28.5,0,,35,11.1,,1017.3,
2023-09-11,24.7,21.5,30,0,,11,14.7,,1017.5,
2023-09-12,24.8,21.3,30.8,0,,8,18.4,,1017.1,
2023-09-13,24.9,21.9,30.5,0,,8,20.8,,1016.4,
2023-09-14,24.9,21.7,30.2,0,,358,21.8,,1015.4,
2023-09-15,25.1,22,30,0,,356,19.3,,1015,
2023-09-16,24.1,20.4,28.2,0,,12,12.6,,1014.6,
2023-09-17,25.1,21,31,0,,13,19.9,,1016,
2023-09-18,23.6,19.5,29,0,,15,20.5,,1018,
2023-09-19,22.7,19.6,29.7,0,,16,20.2,,1018.2,
2023-09-20,24.3,20,29.9,0,,1,19.5,,1017.8,
2023-09-21,24.2,19.3,29.6,0,,2,19.6,,1017.7,
2023-09-22,24.7,20,30.3,0,,3,19.4,,1017.2,
2023-09-23,24.3,20.8,29.3,0,,3,21.2,,1016.9,
2023-09-24,24.2,20.9,28.4,0,,0,18.9,,1017.9,
2023-09-25,24.3,21.5,29.6,0,,0,14.4,,1018.7,
2023-09-26,24.3,18.9,29.6,0,,2,17.7,,1018.4,
2023-09-27,24.6,21.2,29.5,0,,8,23.6,,1017.6,
2023-09-28,24.7,21.6,29.5,0,,13,21.4,,1015.9,
2023-09-29,24.9,22.7,28.2,0,,23,13.5,,1016.1,
2023-09-30,24.4,20.5,29.8,0,,17,11.6,,1017.7,
2023-10-01,25.3,20.5,34.4,0,,18,14.2,,1017.5,
2023-10-02,25.2,20.8,34.5,0,,16,16.4,,1017.1,
2023-10-03,27,23.5,35.8,0,,31,19,,1017.3,
2023-10-04,25.4,22.8,33.2,0,,45,17.4,,1018.2,
2023-10-05,25.6,23.1,34.6,0,,54,13.8,,1017.4,
2023-10-06,26.2,22,35,0,,56,11,,1016.6,
2023-10-07,28.3,25.6,35.3,0,,51,15.4,,1015.5,
2023-10-08,29.3,27.6,35.7,0,,47,19.2,,1015.5,
2023-10-09,27.3,23.8,35.6,0,,52,12.8,,1017,
2023-10-10,26.4,22.3,31.6,0,,54,10.4,,1018.2,
2023-10-11,25.2,22.5,30.9,0,,50,12.8,,1018.1,
2023-10-12,24.8,21.4,30.9,0,,51,13.5,,1017.1,
2023-10-13,27.4,21.4,34,0,,49,11.3,,1017.9,
2023-10-14,26.4,22.1,35.3,0,,50,11.3,,1019.6,
2023-10-15,26.3,23.1,32.6,0,,39,13.2,,1018.1,
2023-10-16,25.7,22.8,30.5,0,,15,15,,1014.3,
2023-10-17,25.5,22.5,28.3,0,,192,7.6,,1013.1,
2023-10-18,24.4,21.6,28,0,,31,12.5,,1016,
2023-10-19,24.4,20.9,29.1,0.4,,270,15.8,,1015.2,
2023-10-20,24.6,20.9,29.2,0,,342,20.5,,1013.7,
2023-10-21,22.9,18.7,27.4,1.3,,252,16.2,,1011.5,
2023-10-22,23.6,21.3,28.1,0.1,,273,18.2,,1009.5,
2023-10-23,22.7,19.3,27.4,0,,312,16.5,,1014.7,
2023-10-24,22.4,17.8,27.2,0,,356,20.2,,1019.8,
2023-10-25,23,19,27.7,0,,2,19.2,,1020.7,
2023-10-26,23.7,20.7,28.7,0,,9,17.8,,1019.7,
2023-10-27,23.8,21.1,27.8,0,,0,18.6,,1017.8,
2023-10-28,22.6,19.4,28,0,,17,14,,1015,
2023-10-29,22.6,19,26.3,0,,261,10.3,,1011.7,
2023-10-30,22.1,19.1,25.7,0,,42,6.9,,1011.5,
2023-10-31,22.6,18.4,27.7,0,,251,12.9,,1013.6,
2023-11-01,23.9,21.5,27.7,0,,1,14,,1019.2,
2023-11-02,23.9,21,27.5,0,,5,21.5,,1021.7,
2023-11-03,23.3,21.1,27.2,0,,8,26.4,,1019.4,
2023-11-04,22.8,20.4,26.3,0,,8,20.9,,1016,
2023-11-05,22.9,19.7,28,2.4,,6,16.8,,1016.1,
2023-11-06,21.1,18.6,26,0.1,,13,26.3,,1020.2,
2023-11-07,21.3,18,25.2,0,,10,34.9,,1021.7,
2023-11-08,21.5,19.3,25.7,0,,17,34.4,,1021,
2023-11-09,21.8,19.3,26.6,0,,18,28,,1021.1,
2023-11-10,22.4,19.1,28.3,0,,18,24.9,,1021.1,
2023-11-11,22.4,19.2,27.7,0,,31,24.3,,1020.7,
2023-11-12,21.2,17.9,27.9,0,,20,12.7,,1020.2,
2023-11-13,22.9,16.1,31.9,0,,27,12.8,,1020.6,
2023-11-14,24.2,22.2,30.6,0,,52,11.9,,1021.3,
2023-11-15,24.1,19.5,31.1,0,,50,9.9,,1021.3,
2023-11-16,24.3,20.6,30.1,0,,19,23.5,,1021.6,
2023-11-17,21.5,19.3,26.5,0,,30,19.1,,1021.5,
2023-11-18,20.2,15.9,26,0,,39,12.2,,1021.6,
2023-11-19,19.9,15.4,25.1,0,,46,7.9,,1019.7,
2023-11-20,21.8,15.9,27,0,,47,10,,1018.9,
2023-11-21,22.8,19.3,27.1,0,,43,13.2,,1021.6,
2023-11-22,20.9,16.9,25.8,0,,8,18.1,,1020.2,
2023-11-23,20.8,17.8,24.9,0,,12,16.5,,1019.3,
2023-11-24,20.7,17.7,25.4,0,,355,15.8,,1019.7,
2023-11-25,19.9,16.8,24.5,0,,0,15.3,,1017.2,
2023-11-26,19.1,15.9,23.7,0,,21,14.8,,1017.8,
2023-11-27,19.1,16,23.7,0,,30,12.2,,1020,
2023-11-28,18.8,15.3,23.4,0,,6,11.5,,1018.6,
2023-11-29,19.3,15.5,23.2,0,,60,10.9,,1015.6,
2023-11-30,20.9,16.7,23.8,0.8,,189,11.5,,1011.4,
2023-12-01,21.4,18.1,26.2,2,,208,15.9,,1011,
2023-12-02,19.5,16.5,23.2,0,,28,17.2,,1018,
2023-12-03,18.9,15.3,24.2,0,,4,14.9,,1019.5,
2023-12-04,18.6,15.1,22.8,0.4,,25,12.2,,1019.5,
2023-12-05,19.6,16.6,23.9,0,,282,9.6,,1017.3,
2023-12-06,20.3,17.6,24.1,0,,23,12,,1018.6,
2023-12-07,19.1,15.9,23.3,0,,11,15.4,,1021.9,
2023-12-08,19.8,17,23.9,0,,25,20.1,,1024,
2023-12-09,21.6,17.4,27.1,0,,27,23.9,,1022.4,
