date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-10,20.4,16.1,24.8,0,,36,9.4,,1022.4,
2023-12-11,21.4,17.1,24.7,0,,33,11.1,,1022.2,
2023-12-12,20.7,18.7,22.2,0,,46,12.8,,1021.5,
2023-12-13,20.4,18.5,25.3,0,,35,16.7,,1020.6,
2023-12-14,19.6,17.9,22.7,0,,30,24.3,,1021.9,
2023-12-15,19.4,16.6,22.6,0,,42,14.6,,1022.6,
2023-12-16,20.3,16.6,22.8,0,,85,14.8,,1025.8,
2023-12-17,19.3,15.1,20.9,0,,91,15.5,,1028.6,
2023-12-18,17.4,14.1,21.6,0,,31,11.5,,1029.3,
2023-12-19,17.9,14.1,23.1,0,,16,16.3,,1029.4,
2023-12-20,19.2,16.3,22.6,0,,31,20.3,,1030.2,
2023-12-21,19.4,15.8,23.3,0.2,,7,25.8,,1025.8,
2023-12-22,17.3,14.4,20.6,1,,39,15.3,,1022.9,
2023-12-23,19.4,15.5,22.3,0,,70,17.2,,1022.8,
2023-12-24,18.4,14.5,22.1,0,,49,13.4,,1022.6,
2023-12-25,18.2,15.3,23,0,,42,14.1,,1020.6,
2023-12-26,18.3,16.6,23.3,0,,38,17.8,,1020.3,
2023-12-27,17.7,14.3,22.1,0,,47,11.8,,1020.9,
2023-12-28,17.4,12.5,21.7,0,,47,8.1,,1022.2,
2023-12-29,18.4,13.5,22.9,0,,41,7.4,,1022.2,
2023-12-30,18.1,12.9,22.4,0,,19,7.5,,1020.5,
2023-12-31,17.3,12.1,22.3,0,,40,6.5,,1020.2,
2024-01-01,17.8,13.5,22.4,0,,25,8.6,,1020.4,
2024-01-02,18.3,14.3,22.3,0,,30,7.9,,1022,
2024-01-03,18.4,15,23.7,0,,33,8.6,,1021.9,
2024-01-04,18.6,14.2,23,0,,22,9.5,,1020.7,
2024-01-05,19.6,16.7,23.9,0,,31,13.4,,1020.3,
2024-01-06,18.2,15.1,22.9,0,,1,12.8,,1020.6,
2024-01-07,17.4,12.9,24.2,0,,356,13.7,,1020.9,
2024-01-08,17.6,13.2,23.2,0,,31,13.4,,1020.2,
2024-01-09,18.3,13,23.6,0,,40,12.3,,1019.6,
2024-01-10,18.7,16,23,0,,45,13.8,,1019.4,
2024-01-11,18.7,15.1,22.6,0,,42,8.9,,1016.5,
2024-01-12,19.7,13.9,25.5,0,,273,11.2,,1015.2,
2024-01-13,19.3,13.9,25.4,0,,351,6.4,,1018.4,
2024-01-14,19.6,14.7,23.4,0,,288,6.1,,1020.3,
2024-01-15,18.9,14.1,23,0,,248,6.4,,1019.2,
2024-01-16,22.4,19.7,27.3,0,,230,11.4,,1016.1,
2024-01-17,20.1,17.1,23.9,0,,213,9.2,,1017.4,
2024-01-18,19.7,17.5,22.8,0,,203,8.7,,1015.4,
2024-01-19,20.3,15.6,23.6,0,,335,25.9,,1017.6,
2024-01-20,18.5,15.2,23,0,,23,22.3,,1022.4,
2024-01-21,18.8,16.7,22.5,0,,26,26.5,,1027,
2024-01-22,18.4,16.9,22.2,0,,35,21.8,,1028.9,
2024-01-23,19.1,15.4,22.9,0,,58,14.3,,1030.7,
2024-01-24,19.2,16.9,22.3,0,,49,15.3,,1030.4,
2024-01-25,19.4,15.4,23.7,0,,53,16.1,,1028,
2024-01-26,19.9,15.9,24.2,0,,49,13.5,,1026.9,
2024-01-27,20.1,15.1,23.4,0,,59,11.6,,1024,
2024-01-28,19.7,15.5,23,0,,47,8.7,,1022.7,
2024-01-29,19.6,13.3,24.9,0,,48,6.1,,1023.5,
2024-01-30,19.6,14.5,26,0,,29,9.5,,1023.9,
2024-01-31,20.6,17.8,24.3,0,,47,12.1,,1024.4,
2024-02-01,19.9,18.2,23.3,0,,48,14.7,,1027.3,
2024-02-02,18.8,16.2,22.9,0,,44,13.6,,1026.6,
2024-02-03,18.7,14.7,23,0,,42,12.9,,1024.5,
2024-02-04,19.9,16.3,23.4,0,,74,17.3,,1025.5,
2024-02-05,19.8,17.6,22.6,0,,79,16.8,,1027.3,
2024-02-06,19.2,16.7,23.3,0,,51,14.5,,1027.2,
2024-02-07,18.8,14.3,22.7,0,,51,8.5,,1025,
2024-02-08,19.1,13.9,24.4,0,,250,10.9,,1019.8,
2024-02-09,22.8,19.6,27.3,1.2,,254,28.8,,1014.3,
2024-02-10,21.1,18,24.1,0,,321,19,,1015.9,
2024-02-11,19.6,15,24.8,0,,357,12.3,,1019.4,
2024-02-12,20,17.4,25.3,0,,24,18.4,,1019.6,
2024-02-13,20.8,18.6,28.1,0,,52,14.2,,1016.8,
2024-02-14,23,19.7,29.1,0,,292,16.6,,1014.6,
2024-02-15,21.5,18.2,26.6,0,,359,15.3,,1021.4,
2024-02-16,19.6,16.7,23.6,0,,27,23.6,,1024,
2024-02-17,20.4,16.8,25.8,0,,10,34.6,,1022.9,
2024-02-18,21.3,18.4,26.9,0,,32,25.9,,1023.4,
2024-02-19,20.3,15.3,26.4,0,,48,12.4,,1026.9,
2024-02-20,19.4,16.2,25,0,,25,19.9,,1025.6,
2024-02-21,19.3,16.1,26.2,0,,24,18.8,,1025,
2024-02-22,19,13.6,25.2,0,,355,16.6,,1025.5,
2024-02-23,19.6,16.9,25.1,0.1,,7,27.4,,1024,
2024-02-24,19.2,16.8,23.1,0,,16,36.4,,1023.7,
2024-02-25,18.9,16.9,24.3,0,,21,31.5,,1023.2,
2024-02-26,18.7,16,23.7,0.4,,23,22.2,,1021,
2024-02-27,18.4,16.8,22.1,0,,22,35.5,,1021.6,
2024-02-28,18.5,16.2,22.7,0,,25,37.4,,1022.7,
2024-02-29,19.1,16.9,23.1,0,,22,28.8,,1022.2,
2024-03-01,18.6,16.8,21.8,0,,13,34.2,,1019.1,
2024-03-02,18.5,15.9,22.9,0.6,,7,31.7,,1020,
2024-03-03,18.3,14.3,23.5,0,,5,25.4,,1022.2,
2024-03-04,18.8,16,24.1,0,,10,25.9,,1022.6,
2024-03-05,18.7,14.9,23.6,0,,20,23.8,,1021.4,
2024-03-06,17.8,15.1,22.9,0,,18,19.7,,1020.1,
2024-03-07,18.6,13,24.8,0.3,,353,17,,1019.7,
2024-03-08,17.7,13.1,22.6,0,,337,16.1,,1019.9,
2024-03-09,19.6,15.8,24.5,0.2,,286,17.8,,1017.3,
2024-03-10,19.7,15.2,24.7,0,,345,13.1,,1019,
2024-03-11,18.8,15.4,23.5,0,,9,17.1,,1020.6,
2024-03-12,18.2,14.7,22.1,0,,43,11.4,,1018.7,
2024-03-13,19.2,15.9,26,0,,274,16.8,,1017.8,
2024-03-14,18.8,15,23.3,0,,30,15.5,,1019.6,
2024-03-15,18.5,14.9,24.2,0,,42,16,,1020,
2024-03-16,19.4,14.7,24.5,0,,69,8.7,,1018.2,
2024-03-17,22.3,16.9,27.4,0,,56,11.1,,1016.6,
2024-03-18,21.5,18.7,26.3,0,,345,27.6,,1016.6,
2024-03-19,20.3,17.6,24.4,0.2,,11,27.7,,1017.3,
2024-03-20,19.8,16,24.7,0,,6,25.4,,1018.8,
2024-03-21,19.3,16.2,24.1,0.6,,344,24.8,,1016,
2024-03-22,17.1,14.1,20.8,0,,320,12,,1011,
2024-03-23,16.5,13.6,21.1,2.9,,300,9.5,,1008.5,
2024-03-24,16.9,11.9,22.8,0.3,,290,11.5,,1009.2,
2024-03-25,18.7,14,23.6,2,,315,17,,1013.4,
2024-03-26,18.2,14.1,21.6,1.5,,332,22.7,,1016.5,
2024-03-27,18.1,14.7,23.3,0.5,,347,10.7,,1018.3,
2024-03-28,18.9,14.3,23,0.9,,237,16.9,,1013.8,
2024-03-29,19.1,16,22.1,0.3,,278,29,,1011.3,
2024-03-30,19.4,16,24,1.4,,259,27.3,,1012.1,
2024-03-31,21,17.5,25,0,,250,18.7,,1013.2,
